date,next_date,spy_close,gap,abs_gap,gap_sign,gap_followthrough,gap_direction_success,mfe_from_open,mae_from_open,excursion_efficiency,gap_fill,gap_retention_close,day_abs_oc,day_range,rv5,monthly_opex_week,quarterly_opex_week,eligible_contracts,total_gamma_weight,near_gamma_share_0_5,front_near_gamma_share,weighted_abs_distance
2025-06-13,2025-06-16,597.0,0.0056951832731364505,0.0056951832731364505,1.0,0.0037974153381219455,1.0,0.0067454823922119544,0.00029997954037841446,0.9574223034275735,0.0,0.00951422558757331,0.0025062656641604564,0.01055071655020704,0.006697974483106226,False,False,1280,44023.429741804364,0.20111245381249698,0.17507785654286936,0.014408718217040027
2025-06-16,2025-06-17,602.6799926757812,-0.004098312094547585,0.004098312094547585,-1.0,0.004465091514088915,1.0,0.005781238941239053,0.0025657319454321925,0.6926152037346567,0.0,0.008545104270081039,0.0037974153381219455,0.00708549665645938,0.008159901015815513,True,True,1147,46778.3656833928,0.34779403836756895,0.29105339599712227,0.013497148353436255
2025-06-23,2025-06-24,600.1500244140625,0.006964912947995394,0.006964912947995394,1.0,0.0040540964998385665,1.0,0.005824563395086857,0.0015247410322336563,0.7925326066824038,0.0,0.011047245877038092,0.008587736245318167,0.014555366077403766,0.00841510134737408,False,False,1155,41677.44382405093,0.2775798793522719,0.21334042334551806,0.014004330386362455
2025-06-25,2025-06-26,607.1199951171875,0.0030801079394964237,0.0030801079394964237,1.0,0.004729149787345621,1.0,0.005451661566622912,0.0010191086381043934,0.8425058214306744,0.0,0.007823824018649228,0.0012994983833830576,0.005059506206518061,0.007007659221059041,False,False,1153,47015.430987489344,0.34361432132829134,0.26878894440627354,0.01291762667972772
2025-06-27,2025-06-30,614.9099731445312,0.004016899783963579,0.004016899783963579,1.0,0.0007612340850173815,1.0,0.002980280873627894,0.003804674393645291,0.4392484189251911,0.0,0.004781191670012452,0.0033121789674095403,0.009086893626037144,0.004208087342377128,False,False,1048,36199.70912702561,0.3033878981451361,0.214572779329145,0.01374789391518567
2025-07-02,2025-07-03,620.4500122070312,0.0032234667751649404,0.0032234667751649404,1.0,0.004642966650752145,1.0,0.0061531320021404046,3.216350671664259e-05,0.994800004838801,0.0,0.00788139987465386,0.005200605961122706,0.006281882505377201,0.0029373399568646463,False,False,1105,41783.510238365256,0.27858682720995703,0.19482334661292605,0.014224543340515188
2025-07-03,2025-07-07,625.3400268554688,-0.0031663437791802362,0.0031663437791802362,-1.0,0.004299269665616667,1.0,0.008885348500105916,0.0010748908512865363,0.892081825208722,0.0,0.007452000479036269,0.004642966650752145,0.006205232565631851,0.0029543938600668754,False,False,1076,30102.536667126304,0.1470242960233671,0.06593537811014581,0.017343160924871474
2025-07-08,2025-07-09,620.3400268554688,0.003917194716741124,0.003917194716741124,1.0,0.0020713553749980296,1.0,0.003131093518828454,0.002995678064726004,0.511051126376731,0.0,0.005996663994070728,0.001625410429148877,0.004172787669773329,0.005814990241748555,False,False,1187,44330.26928234366,0.2624568882073684,0.1680667523775435,0.013729310826108215
2025-07-10,2025-07-11,625.8200073242188,-0.004921570185991375,0.004921570185991375,-1.0,-0.0014131176680676205,0.0,0.0019467457411008748,0.003404302197438147,0.36380644753341307,0.0,0.0035154072757080934,0.0025953141389081225,0.006185279246648206,0.006056598121924136,False,False,1354,43074.048879860275,0.29276836434080317,0.2148291562703898,0.01261142182425641
2025-07-14,2025-07-15,624.8099975585938,0.004337353728726345,0.004337353728726345,1.0,-0.008573439436770913,0.0,0.0005417609155584646,0.008777323721321562,0.058134563282584685,1.0,-0.004273271747553764,0.0026478344007498933,0.00538787302823911,0.0035824842056395865,True,False,1342,39080.02325074186,0.23525791930162118,0.19891193662180237,0.012962102083362766
